TIME,1. sick,2. healthy,
0.0,0.0,300.0,
1.0,77.0,214.0,
2.0,92.0,202.0,
3.0,114.0,188.0,
4.0,113.0,182.0,
5.0,126.0,163.0,
6.0,131.0,162.0,
7.0,133.0,151.0,
8.0,147.0,139.0,
9.0,157.0,126.0,
10.0,167.0,109.0,
11.0,172.0,105.0,
12.0,183.0,110.0,
13.0,182.0,111.0,
14.0,184.0,103.0,
15.0,187.0,101.0,
16.0,187.0,93.0,
17.0,188.0,98.0,
18.0,193.0,88.0,
19.0,190.0,92.0,
20.0,195.0,97.0,
21.0,193.0,90.0,
22.0,199.0,95.0,
23.0,190.0,103.0,
24.0,194.0,96.0,
25.0,193.0,91.0,
26.0,191.0,84.0,
27.0,182.0,85.0,
28.0,181.0,92.0,
29.0,185.0,101.0,
30.0,186.0,100.0,
31.0,183.0,91.0,
32.0,187.0,84.0,
33.0,178.0,85.0,
34.0,179.0,88.0,
35.0,183.0,89.0,
36.0,178.0,92.0,
37.0,176.0,93.0,
38.0,183.0,95.0,
39.0,178.0,81.0,
40.0,177.0,77.0,
41.0,176.0,86.0,
42.0,179.0,80.0,
43.0,175.0,84.0,
44.0,169.0,78.0,
45.0,178.0,75.0,
46.0,176.0,84.0,
47.0,170.0,94.0,
48.0,169.0,93.0,
49.0,172.0,91.0,
50.0,167.0,86.0,
51.0,160.0,91.0,
52.0,167.0,90.0,
53.0,168.0,85.0,
54.0,166.0,86.0,
55.0,165.0,80.0,
56.0,163.0,71.0,
57.0,153.0,67.0,
58.0,151.0,68.0,
59.0,151.0,66.0,
60.0,150.0,69.0,
61.0,152.0,67.0,
62.0,149.0,74.0,
63.0,146.0,71.0,
64.0,146.0,71.0,
65.0,144.0,82.0,
66.0,149.0,72.0,
67.0,157.0,66.0,
68.0,148.0,71.0,
69.0,150.0,71.0,
70.0,150.0,75.0,
71.0,157.0,72.0,
72.0,157.0,74.0,
73.0,158.0,73.0,
74.0,159.0,70.0,
75.0,155.0,71.0,
76.0,152.0,68.0,
77.0,145.0,77.0,
78.0,148.0,81.0,
79.0,147.0,88.0,
80.0,155.0,87.0,
81.0,164.0,96.0,
82.0,170.0,80.0,
83.0,165.0,79.0,
84.0,165.0,72.0,
85.0,156.0,65.0,
86.0,150.0,69.0,
87.0,138.0,69.0,
88.0,134.0,76.0,
89.0,138.0,74.0,
90.0,139.0,69.0,
91.0,135.0,76.0,
92.0,137.0,69.0,
93.0,146.0,64.0,
94.0,151.0,71.0,
95.0,153.0,65.0,
96.0,147.0,74.0,
97.0,139.0,84.0,
98.0,137.0,87.0,
99.0,130.0,90.0,
100.0,133.0,100.0,
101.0,134.0,98.0,
102.0,135.0,92.0,
103.0,136.0,90.0,
104.0,132.0,86.0,
105.0,140.0,88.0,
106.0,136.0,79.0,
107.0,130.0,79.0,
108.0,130.0,68.0,
109.0,129.0,64.0,
110.0,130.0,66.0,
111.0,133.0,69.0,
112.0,128.0,69.0,
113.0,123.0,71.0,
114.0,127.0,66.0,
115.0,123.0,68.0,
116.0,128.0,65.0,
117.0,131.0,66.0,
118.0,133.0,74.0,
119.0,137.0,73.0,
120.0,138.0,75.0,
121.0,140.0,70.0,
122.0,149.0,74.0,
123.0,149.0,75.0,
124.0,159.0,73.0,
125.0,160.0,69.0,
126.0,153.0,73.0,
127.0,151.0,73.0,
128.0,148.0,68.0,
129.0,146.0,73.0,
130.0,147.0,65.0,
131.0,138.0,75.0,
132.0,144.0,68.0,
133.0,134.0,70.0,
134.0,126.0,79.0,
135.0,122.0,78.0,
136.0,126.0,78.0,
137.0,120.0,81.0,
138.0,124.0,83.0,
139.0,123.0,85.0,
140.0,125.0,85.0,
141.0,126.0,86.0,
142.0,124.0,91.0,
143.0,112.0,100.0,
144.0,115.0,99.0,
145.0,109.0,96.0,
146.0,111.0,93.0,
147.0,103.0,97.0,
148.0,111.0,94.0,
149.0,112.0,97.0,
150.0,112.0,93.0,
151.0,110.0,94.0,
152.0,109.0,90.0,
153.0,113.0,94.0,
154.0,115.0,100.0,
155.0,111.0,91.0,
156.0,120.0,84.0,
157.0,115.0,93.0,
158.0,112.0,87.0,
159.0,117.0,74.0,
160.0,112.0,75.0,
161.0,112.0,74.0,
162.0,122.0,69.0,
163.0,121.0,65.0,
164.0,115.0,67.0,
165.0,114.0,64.0,
166.0,116.0,71.0,
167.0,117.0,71.0,
168.0,117.0,68.0,
169.0,115.0,70.0,
170.0,109.0,85.0,
171.0,113.0,94.0,
172.0,119.0,82.0,
173.0,110.0,82.0,
174.0,109.0,86.0,
175.0,97.0,79.0,
176.0,105.0,69.0,
177.0,110.0,57.0,
178.0,110.0,59.0,
179.0,112.0,60.0,
180.0,107.0,68.0,
181.0,114.0,66.0,
182.0,115.0,59.0,
183.0,120.0,55.0,
184.0,120.0,59.0,
185.0,120.0,56.0,
186.0,123.0,54.0,
187.0,126.0,51.0,
188.0,132.0,52.0,
189.0,131.0,49.0,
190.0,128.0,46.0,
191.0,121.0,48.0,
192.0,118.0,57.0,
193.0,118.0,62.0,
194.0,119.0,68.0,
195.0,120.0,60.0,
196.0,119.0,53.0,
197.0,121.0,52.0,
198.0,119.0,47.0,
199.0,117.0,53.0,
200.0,112.0,51.0,
201.0,110.0,55.0,
202.0,105.0,55.0,
203.0,107.0,57.0,
204.0,111.0,51.0,
205.0,114.0,53.0,
206.0,111.0,54.0,
207.0,115.0,50.0,
208.0,112.0,49.0,
209.0,116.0,50.0,
210.0,112.0,55.0,
211.0,114.0,57.0,
212.0,110.0,68.0,
213.0,109.0,67.0,
214.0,111.0,72.0,
215.0,117.0,63.0,
216.0,112.0,69.0,
217.0,110.0,68.0,
218.0,110.0,66.0,
219.0,115.0,65.0,
220.0,109.0,72.0,
221.0,109.0,77.0,
222.0,106.0,81.0,
223.0,111.0,86.0,
224.0,111.0,84.0,
225.0,111.0,87.0,
226.0,108.0,95.0,
227.0,117.0,102.0,
228.0,126.0,99.0,
229.0,121.0,103.0,
230.0,124.0,98.0,
231.0,126.0,110.0,
232.0,130.0,107.0,
233.0,138.0,99.0,
234.0,145.0,100.0,
235.0,148.0,105.0,
236.0,146.0,110.0,
237.0,146.0,110.0,
238.0,145.0,98.0,
239.0,150.0,92.0,
240.0,147.0,98.0,
241.0,151.0,88.0,
242.0,153.0,86.0,
243.0,163.0,95.0,
244.0,168.0,97.0,
245.0,166.0,91.0,
246.0,174.0,97.0,
247.0,174.0,112.0,
248.0,187.0,95.0,
249.0,184.0,98.0,
250.0,189.0,88.0,
251.0,184.0,95.0,
252.0,183.0,84.0,
253.0,189.0,80.0,
254.0,186.0,81.0,
255.0,186.0,88.0,
256.0,184.0,89.0,
257.0,177.0,99.0,
258.0,174.0,98.0,
259.0,184.0,92.0,
260.0,166.0,91.0,
261.0,169.0,95.0,
262.0,170.0,94.0,
263.0,177.0,97.0,
264.0,172.0,94.0,
265.0,178.0,89.0,
266.0,171.0,91.0,
267.0,166.0,90.0,
268.0,172.0,75.0,
269.0,172.0,76.0,
270.0,168.0,77.0,
271.0,165.0,79.0,
272.0,156.0,84.0,
273.0,156.0,77.0,
274.0,138.0,89.0,
275.0,135.0,94.0,
276.0,133.0,87.0,
277.0,141.0,84.0,
278.0,144.0,82.0,
279.0,141.0,88.0,
280.0,150.0,83.0,
281.0,147.0,87.0,
282.0,145.0,83.0,
283.0,140.0,88.0,
284.0,136.0,83.0,
285.0,134.0,78.0,
286.0,129.0,72.0,
287.0,134.0,69.0,
288.0,133.0,67.0,
289.0,131.0,67.0,
290.0,133.0,73.0,
291.0,132.0,70.0,
292.0,134.0,71.0,
293.0,138.0,72.0,
294.0,130.0,82.0,
295.0,132.0,77.0,
296.0,136.0,78.0,
297.0,134.0,84.0,
298.0,131.0,88.0,
299.0,135.0,80.0,
300.0,129.0,89.0,
301.0,125.0,98.0,
302.0,121.0,95.0,
303.0,120.0,88.0,
304.0,125.0,88.0,
305.0,129.0,91.0,
306.0,128.0,96.0,
307.0,140.0,88.0,
308.0,140.0,83.0,
309.0,140.0,80.0,
310.0,141.0,75.0,
311.0,131.0,84.0,
312.0,136.0,79.0,
313.0,137.0,77.0,
314.0,141.0,83.0,
315.0,141.0,89.0,
316.0,140.0,93.0,
317.0,141.0,90.0,
318.0,142.0,90.0,
319.0,150.0,98.0,
320.0,155.0,87.0,
321.0,157.0,83.0,
322.0,163.0,77.0,
323.0,154.0,83.0,
324.0,151.0,88.0,
325.0,158.0,85.0,
326.0,157.0,86.0,
327.0,159.0,85.0,
328.0,158.0,79.0,
329.0,158.0,67.0,
330.0,159.0,68.0,
331.0,163.0,54.0,
332.0,163.0,53.0,
333.0,164.0,56.0,
334.0,159.0,66.0,
335.0,155.0,71.0,
336.0,160.0,73.0,
337.0,160.0,71.0,
338.0,155.0,75.0,
339.0,153.0,76.0,
340.0,147.0,84.0,
341.0,147.0,84.0,
342.0,138.0,94.0,
343.0,142.0,94.0,
344.0,155.0,96.0,
345.0,149.0,94.0,
346.0,148.0,85.0,
347.0,149.0,86.0,
348.0,144.0,87.0,
349.0,149.0,91.0,
350.0,158.0,95.0,
