TIME,1. sick,2. healthy,
0.0,0.0,300.0,
1.0,0.0,304.0,
2.0,0.0,307.0,
3.0,0.0,311.0,
4.0,0.0,313.0,
5.0,0.0,318.0,
6.0,0.0,315.0,
7.0,54.0,260.0,
8.0,54.0,260.0,
9.0,54.0,260.0,
10.0,54.0,260.0,
11.0,54.0,260.0,
12.0,54.0,260.0,
13.0,62.0,253.0,
14.0,69.0,250.0,
15.0,83.0,246.0,
16.0,93.0,225.0,
17.0,105.0,219.0,
18.0,128.0,193.0,
19.0,125.0,174.0,
20.0,135.0,151.0,
21.0,146.0,152.0,
22.0,155.0,140.0,
23.0,175.0,126.0,
24.0,176.0,130.0,
25.0,177.0,119.0,
26.0,198.0,109.0,
27.0,207.0,102.0,
28.0,210.0,102.0,
29.0,207.0,109.0,
30.0,212.0,107.0,
31.0,200.0,101.0,
32.0,204.0,103.0,
33.0,203.0,96.0,
34.0,209.0,104.0,
35.0,224.0,101.0,
36.0,235.0,105.0,
37.0,236.0,112.0,
38.0,215.0,115.0,
39.0,216.0,128.0,
40.0,227.0,122.0,
41.0,239.0,116.0,
42.0,236.0,119.0,
43.0,248.0,120.0,
44.0,246.0,115.0,
45.0,247.0,113.0,
46.0,239.0,108.0,
47.0,237.0,115.0,
48.0,237.0,110.0,
49.0,238.0,107.0,
50.0,232.0,111.0,
51.0,221.0,109.0,
52.0,225.0,116.0,
53.0,231.0,114.0,
54.0,235.0,109.0,
55.0,231.0,114.0,
56.0,229.0,107.0,
57.0,235.0,120.0,
58.0,234.0,124.0,
59.0,243.0,124.0,
60.0,238.0,130.0,
61.0,241.0,117.0,
62.0,236.0,116.0,
63.0,234.0,110.0,
64.0,217.0,110.0,
65.0,230.0,106.0,
66.0,233.0,101.0,
67.0,221.0,110.0,
68.0,219.0,105.0,
69.0,221.0,112.0,
70.0,215.0,119.0,
71.0,228.0,105.0,
72.0,220.0,107.0,
73.0,220.0,109.0,
74.0,216.0,107.0,
75.0,217.0,117.0,
76.0,226.0,124.0,
77.0,222.0,126.0,
78.0,221.0,126.0,
79.0,224.0,125.0,
80.0,213.0,122.0,
81.0,214.0,107.0,
82.0,216.0,103.0,
83.0,220.0,104.0,
84.0,221.0,117.0,
85.0,215.0,117.0,
86.0,234.0,102.0,
87.0,225.0,112.0,
88.0,231.0,108.0,
89.0,240.0,117.0,
90.0,251.0,133.0,
91.0,240.0,134.0,
92.0,246.0,117.0,
93.0,250.0,115.0,
94.0,251.0,109.0,
95.0,252.0,115.0,
96.0,254.0,119.0,
97.0,253.0,124.0,
98.0,260.0,112.0,
99.0,259.0,118.0,
100.0,273.0,115.0,
101.0,273.0,110.0,
102.0,274.0,104.0,
103.0,267.0,112.0,
104.0,273.0,110.0,
105.0,275.0,114.0,
106.0,280.0,121.0,
107.0,267.0,118.0,
108.0,261.0,122.0,
109.0,259.0,126.0,
110.0,256.0,139.0,
111.0,268.0,134.0,
112.0,280.0,128.0,
113.0,279.0,127.0,
114.0,293.0,135.0,
115.0,294.0,146.0,
116.0,287.0,141.0,
117.0,293.0,133.0,
118.0,313.0,124.0,
119.0,302.0,127.0,
120.0,295.0,126.0,
121.0,295.0,132.0,
122.0,304.0,129.0,
123.0,301.0,131.0,
124.0,281.0,134.0,
125.0,277.0,133.0,
126.0,286.0,130.0,
127.0,292.0,128.0,
128.0,289.0,117.0,
129.0,278.0,138.0,
130.0,276.0,137.0,
131.0,281.0,127.0,
132.0,276.0,121.0,
133.0,275.0,125.0,
134.0,265.0,127.0,
135.0,265.0,116.0,
136.0,254.0,111.0,
137.0,257.0,110.0,
138.0,248.0,112.0,
139.0,248.0,129.0,
140.0,241.0,126.0,
141.0,246.0,109.0,
142.0,241.0,137.0,
143.0,247.0,125.0,
144.0,245.0,129.0,
145.0,241.0,135.0,
146.0,257.0,122.0,
147.0,266.0,112.0,
148.0,262.0,128.0,
149.0,264.0,131.0,
150.0,278.0,116.0,
151.0,269.0,122.0,
152.0,264.0,127.0,
153.0,254.0,123.0,
154.0,246.0,116.0,
155.0,241.0,113.0,
156.0,229.0,123.0,
157.0,240.0,114.0,
158.0,246.0,108.0,
159.0,243.0,115.0,
160.0,237.0,113.0,
161.0,235.0,104.0,
162.0,224.0,106.0,
163.0,225.0,107.0,
164.0,220.0,106.0,
165.0,218.0,116.0,
166.0,213.0,121.0,
167.0,218.0,119.0,
168.0,224.0,118.0,
169.0,218.0,116.0,
170.0,222.0,111.0,
171.0,222.0,122.0,
172.0,222.0,123.0,
173.0,210.0,133.0,
174.0,215.0,120.0,
175.0,214.0,109.0,
176.0,215.0,107.0,
177.0,208.0,95.0,
178.0,203.0,97.0,
179.0,206.0,96.0,
180.0,206.0,111.0,
181.0,204.0,121.0,
182.0,194.0,127.0,
183.0,197.0,116.0,
184.0,201.0,130.0,
185.0,201.0,108.0,
186.0,190.0,118.0,
187.0,197.0,121.0,
188.0,194.0,112.0,
189.0,197.0,119.0,
190.0,189.0,115.0,
191.0,182.0,123.0,
192.0,181.0,129.0,
193.0,186.0,138.0,
194.0,187.0,136.0,
195.0,191.0,127.0,
196.0,203.0,115.0,
197.0,213.0,121.0,
198.0,207.0,120.0,
199.0,213.0,116.0,
200.0,194.0,120.0,
201.0,198.0,117.0,
202.0,203.0,134.0,
203.0,219.0,135.0,
204.0,217.0,129.0,
205.0,222.0,128.0,
206.0,214.0,113.0,
207.0,210.0,125.0,
208.0,219.0,119.0,
209.0,224.0,129.0,
210.0,221.0,125.0,
211.0,214.0,124.0,
212.0,222.0,105.0,
213.0,228.0,89.0,
214.0,214.0,94.0,
215.0,220.0,99.0,
216.0,211.0,108.0,
217.0,198.0,103.0,
218.0,202.0,105.0,
219.0,200.0,109.0,
220.0,192.0,115.0,
221.0,195.0,109.0,
222.0,202.0,102.0,
223.0,203.0,103.0,
224.0,202.0,103.0,
225.0,199.0,109.0,
226.0,191.0,113.0,
227.0,185.0,110.0,
228.0,187.0,106.0,
229.0,182.0,97.0,
