TIME,1. sick,2. healthy,
0.0,0.0,300.0,
1.0,54.0,241.0,
2.0,50.0,238.0,
3.0,62.0,245.0,
4.0,69.0,245.0,
5.0,85.0,229.0,
6.0,91.0,210.0,
7.0,107.0,195.0,
8.0,125.0,189.0,
9.0,142.0,176.0,
10.0,149.0,168.0,
11.0,158.0,161.0,
12.0,171.0,142.0,
13.0,177.0,144.0,
14.0,191.0,136.0,
15.0,202.0,131.0,
16.0,200.0,129.0,
17.0,203.0,114.0,
18.0,202.0,132.0,
19.0,203.0,127.0,
20.0,211.0,108.0,
21.0,211.0,100.0,
22.0,205.0,113.0,
23.0,213.0,106.0,
24.0,210.0,100.0,
25.0,202.0,114.0,
26.0,208.0,123.0,
27.0,216.0,112.0,
28.0,231.0,123.0,
29.0,226.0,111.0,
30.0,222.0,102.0,
31.0,223.0,106.0,
32.0,220.0,103.0,
33.0,223.0,122.0,
34.0,232.0,122.0,
35.0,243.0,125.0,
36.0,240.0,112.0,
37.0,242.0,111.0,
38.0,248.0,102.0,
39.0,245.0,93.0,
40.0,228.0,95.0,
41.0,226.0,90.0,
42.0,224.0,86.0,
43.0,224.0,89.0,
44.0,219.0,98.0,
45.0,211.0,98.0,
46.0,206.0,96.0,
47.0,207.0,102.0,
48.0,189.0,100.0,
49.0,180.0,103.0,
50.0,170.0,102.0,
51.0,170.0,94.0,
52.0,176.0,88.0,
53.0,168.0,94.0,
54.0,170.0,94.0,
55.0,171.0,86.0,
56.0,155.0,79.0,
57.0,152.0,85.0,
58.0,152.0,89.0,
59.0,144.0,93.0,
60.0,133.0,95.0,
61.0,138.0,96.0,
62.0,141.0,94.0,
63.0,137.0,98.0,
64.0,139.0,93.0,
65.0,136.0,102.0,
66.0,140.0,106.0,
67.0,156.0,91.0,
68.0,158.0,84.0,
69.0,155.0,83.0,
70.0,150.0,76.0,
71.0,148.0,84.0,
72.0,145.0,80.0,
73.0,151.0,75.0,
74.0,153.0,81.0,
75.0,148.0,82.0,
76.0,143.0,83.0,
77.0,142.0,85.0,
78.0,137.0,94.0,
79.0,141.0,92.0,
80.0,135.0,88.0,
81.0,137.0,90.0,
82.0,135.0,96.0,
83.0,124.0,96.0,
84.0,132.0,93.0,
85.0,132.0,106.0,
86.0,131.0,99.0,
87.0,127.0,102.0,
88.0,130.0,97.0,
89.0,139.0,90.0,
90.0,137.0,95.0,
91.0,144.0,92.0,
92.0,139.0,79.0,
93.0,141.0,79.0,
94.0,144.0,80.0,
95.0,156.0,80.0,
96.0,160.0,80.0,
97.0,152.0,83.0,
98.0,146.0,84.0,
99.0,145.0,92.0,
100.0,152.0,91.0,
101.0,150.0,95.0,
102.0,146.0,98.0,
103.0,145.0,98.0,
104.0,144.0,94.0,
105.0,140.0,99.0,
106.0,145.0,101.0,
107.0,147.0,106.0,
108.0,142.0,94.0,
109.0,146.0,90.0,
110.0,147.0,94.0,
111.0,149.0,98.0,
112.0,155.0,94.0,
113.0,154.0,95.0,
114.0,156.0,99.0,
115.0,159.0,91.0,
116.0,160.0,90.0,
117.0,164.0,95.0,
118.0,170.0,97.0,
119.0,160.0,98.0,
120.0,158.0,97.0,
121.0,157.0,90.0,
122.0,152.0,94.0,
123.0,155.0,100.0,
124.0,156.0,99.0,
125.0,157.0,101.0,
126.0,162.0,103.0,
127.0,166.0,103.0,
128.0,171.0,99.0,
129.0,167.0,102.0,
130.0,164.0,101.0,
131.0,171.0,99.0,
132.0,169.0,104.0,
133.0,182.0,94.0,
134.0,180.0,101.0,
135.0,181.0,102.0,
136.0,187.0,103.0,
137.0,198.0,95.0,
138.0,192.0,91.0,
139.0,186.0,98.0,
140.0,194.0,93.0,
141.0,192.0,97.0,
142.0,190.0,93.0,
143.0,186.0,91.0,
144.0,182.0,93.0,
145.0,184.0,101.0,
146.0,188.0,104.0,
147.0,186.0,101.0,
148.0,193.0,88.0,
149.0,185.0,94.0,
150.0,177.0,102.0,
151.0,177.0,92.0,
152.0,181.0,94.0,
153.0,187.0,92.0,
154.0,186.0,104.0,
155.0,179.0,112.0,
156.0,187.0,110.0,
157.0,179.0,107.0,
158.0,179.0,110.0,
159.0,172.0,110.0,
160.0,176.0,109.0,
161.0,178.0,112.0,
162.0,180.0,117.0,
163.0,183.0,111.0,
164.0,176.0,111.0,
165.0,182.0,113.0,
166.0,194.0,108.0,
167.0,196.0,99.0,
168.0,200.0,111.0,
169.0,198.0,113.0,
170.0,198.0,121.0,
171.0,192.0,128.0,
172.0,204.0,113.0,
173.0,203.0,108.0,
174.0,205.0,106.0,
175.0,206.0,104.0,
176.0,211.0,97.0,
177.0,212.0,92.0,
178.0,199.0,103.0,
179.0,203.0,92.0,
180.0,203.0,90.0,
181.0,206.0,76.0,
182.0,205.0,91.0,
183.0,198.0,100.0,
184.0,185.0,106.0,
185.0,188.0,97.0,
186.0,193.0,98.0,
187.0,186.0,109.0,
188.0,183.0,107.0,
189.0,192.0,102.0,
190.0,198.0,106.0,
191.0,193.0,112.0,
192.0,196.0,99.0,
193.0,188.0,107.0,
194.0,190.0,98.0,
195.0,186.0,97.0,
196.0,180.0,109.0,
197.0,190.0,120.0,
198.0,191.0,119.0,
199.0,185.0,116.0,
200.0,192.0,123.0,
201.0,185.0,112.0,
202.0,196.0,105.0,
203.0,205.0,100.0,
204.0,205.0,117.0,
205.0,206.0,125.0,
206.0,200.0,119.0,
207.0,200.0,114.0,
208.0,200.0,121.0,
209.0,203.0,113.0,
210.0,212.0,107.0,
211.0,211.0,91.0,
212.0,202.0,88.0,
213.0,204.0,80.0,
214.0,197.0,84.0,
215.0,191.0,84.0,
216.0,188.0,85.0,
217.0,184.0,91.0,
218.0,181.0,100.0,
219.0,178.0,96.0,
220.0,183.0,96.0,
221.0,193.0,95.0,
222.0,186.0,97.0,
223.0,191.0,86.0,
224.0,183.0,90.0,
225.0,189.0,83.0,
226.0,181.0,96.0,
227.0,186.0,91.0,
228.0,178.0,85.0,
229.0,164.0,85.0,
230.0,156.0,90.0,
231.0,141.0,89.0,
232.0,148.0,77.0,
233.0,145.0,79.0,
234.0,132.0,81.0,
235.0,133.0,75.0,
236.0,126.0,79.0,
237.0,127.0,89.0,
238.0,128.0,93.0,
239.0,128.0,95.0,
240.0,131.0,87.0,
241.0,127.0,89.0,
242.0,133.0,90.0,
243.0,134.0,91.0,
244.0,137.0,93.0,
245.0,137.0,99.0,
246.0,135.0,104.0,
247.0,134.0,101.0,
248.0,131.0,103.0,
249.0,134.0,102.0,
250.0,148.0,101.0,
251.0,151.0,104.0,
252.0,157.0,99.0,
253.0,155.0,90.0,
254.0,151.0,91.0,
255.0,155.0,94.0,
256.0,162.0,85.0,
257.0,154.0,91.0,
258.0,162.0,80.0,
259.0,156.0,80.0,
260.0,156.0,80.0,
261.0,151.0,75.0,
262.0,149.0,66.0,
263.0,149.0,63.0,
264.0,149.0,66.0,
265.0,143.0,73.0,
266.0,148.0,70.0,
267.0,152.0,76.0,
268.0,155.0,76.0,
269.0,156.0,73.0,
270.0,156.0,75.0,
271.0,152.0,82.0,
272.0,147.0,80.0,
273.0,156.0,84.0,
274.0,154.0,78.0,
275.0,150.0,89.0,
276.0,156.0,76.0,
277.0,159.0,67.0,
278.0,155.0,73.0,
279.0,157.0,65.0,
280.0,153.0,67.0,
281.0,153.0,64.0,
282.0,150.0,72.0,
283.0,148.0,77.0,
284.0,150.0,81.0,
285.0,152.0,80.0,
286.0,149.0,91.0,
287.0,153.0,99.0,
288.0,148.0,95.0,
289.0,152.0,104.0,
290.0,149.0,97.0,
291.0,147.0,102.0,
292.0,147.0,102.0,
293.0,146.0,95.0,
294.0,148.0,95.0,
295.0,148.0,96.0,
296.0,147.0,95.0,
297.0,155.0,95.0,
298.0,164.0,91.0,
299.0,165.0,83.0,
300.0,170.0,82.0,
301.0,174.0,78.0,
302.0,173.0,84.0,
303.0,179.0,92.0,
304.0,173.0,90.0,
305.0,168.0,85.0,
306.0,174.0,87.0,
307.0,172.0,90.0,
308.0,177.0,91.0,
309.0,184.0,101.0,
310.0,184.0,96.0,
311.0,192.0,92.0,
312.0,193.0,90.0,
313.0,188.0,94.0,
314.0,190.0,100.0,
315.0,192.0,98.0,
316.0,186.0,96.0,
317.0,184.0,104.0,
318.0,179.0,112.0,
319.0,182.0,96.0,
320.0,185.0,99.0,
321.0,192.0,91.0,
322.0,188.0,92.0,
323.0,181.0,88.0,
324.0,180.0,92.0,
325.0,192.0,76.0,
326.0,196.0,73.0,
327.0,189.0,92.0,
328.0,193.0,106.0,
329.0,191.0,108.0,
330.0,194.0,102.0,
331.0,199.0,103.0,
332.0,196.0,102.0,
333.0,194.0,102.0,
334.0,206.0,95.0,
335.0,190.0,117.0,
336.0,200.0,104.0,
337.0,202.0,115.0,
338.0,202.0,104.0,
339.0,206.0,103.0,
340.0,210.0,108.0,
341.0,213.0,104.0,
342.0,221.0,112.0,
343.0,231.0,104.0,
344.0,238.0,90.0,
345.0,237.0,96.0,
346.0,230.0,79.0,
347.0,220.0,82.0,
348.0,206.0,81.0,
349.0,210.0,87.0,
350.0,224.0,82.0,
351.0,217.0,93.0,
352.0,215.0,95.0,
353.0,224.0,108.0,
354.0,233.0,104.0,
355.0,234.0,104.0,
356.0,251.0,103.0,
357.0,250.0,102.0,
358.0,242.0,99.0,
359.0,252.0,93.0,
360.0,246.0,89.0,
361.0,245.0,89.0,
362.0,236.0,98.0,
363.0,242.0,99.0,
364.0,251.0,97.0,
365.0,239.0,99.0,
366.0,229.0,105.0,
367.0,239.0,102.0,
368.0,237.0,103.0,
369.0,234.0,111.0,
370.0,231.0,113.0,
371.0,225.0,102.0,
372.0,234.0,101.0,
373.0,219.0,97.0,
374.0,218.0,98.0,
375.0,208.0,109.0,
376.0,203.0,102.0,
377.0,201.0,109.0,
378.0,209.0,105.0,
379.0,216.0,111.0,
380.0,228.0,105.0,
381.0,232.0,111.0,
382.0,237.0,106.0,
383.0,246.0,119.0,
384.0,243.0,117.0,
385.0,252.0,118.0,
386.0,252.0,129.0,
387.0,237.0,124.0,
388.0,243.0,116.0,
389.0,240.0,114.0,
390.0,235.0,119.0,
391.0,226.0,126.0,
392.0,215.0,129.0,
393.0,221.0,122.0,
394.0,216.0,120.0,
395.0,230.0,122.0,
396.0,232.0,121.0,
397.0,231.0,145.0,
398.0,236.0,131.0,
399.0,237.0,121.0,
400.0,250.0,130.0,
401.0,256.0,149.0,
402.0,263.0,162.0,
403.0,270.0,158.0,
404.0,288.0,143.0,
405.0,288.0,131.0,
406.0,285.0,128.0,
407.0,296.0,120.0,
408.0,288.0,106.0,
409.0,281.0,103.0,
410.0,284.0,94.0,
411.0,282.0,96.0,
412.0,292.0,87.0,
413.0,281.0,92.0,
414.0,269.0,116.0,
415.0,265.0,111.0,
416.0,258.0,110.0,
417.0,251.0,100.0,
418.0,252.0,92.0,
419.0,247.0,99.0,
420.0,238.0,95.0,
421.0,236.0,106.0,
422.0,253.0,119.0,
423.0,252.0,117.0,
424.0,260.0,119.0,
425.0,252.0,128.0,
426.0,256.0,103.0,
427.0,261.0,112.0,
428.0,261.0,100.0,
429.0,250.0,104.0,
430.0,245.0,109.0,
431.0,240.0,105.0,
432.0,244.0,97.0,
433.0,238.0,97.0,
434.0,238.0,95.0,
435.0,247.0,104.0,
436.0,257.0,95.0,
437.0,254.0,99.0,
438.0,240.0,91.0,
439.0,247.0,94.0,
440.0,238.0,108.0,
441.0,232.0,119.0,
442.0,233.0,123.0,
443.0,228.0,128.0,
444.0,245.0,110.0,
445.0,241.0,108.0,
446.0,241.0,108.0,
447.0,246.0,108.0,
448.0,254.0,101.0,
449.0,240.0,107.0,
450.0,253.0,115.0,
451.0,251.0,99.0,
452.0,238.0,120.0,
453.0,248.0,103.0,
454.0,259.0,105.0,
455.0,252.0,103.0,
456.0,247.0,111.0,
457.0,238.0,108.0,
458.0,245.0,116.0,
459.0,247.0,118.0,
460.0,250.0,128.0,
461.0,234.0,115.0,
462.0,238.0,115.0,
463.0,238.0,108.0,
464.0,233.0,103.0,
465.0,239.0,97.0,
466.0,236.0,111.0,
467.0,241.0,118.0,
468.0,254.0,119.0,
469.0,245.0,116.0,
470.0,242.0,123.0,
471.0,249.0,125.0,
472.0,261.0,117.0,
473.0,258.0,116.0,
474.0,260.0,119.0,
475.0,264.0,113.0,
476.0,244.0,125.0,
477.0,248.0,110.0,
478.0,246.0,109.0,
479.0,242.0,105.0,
480.0,246.0,110.0,
481.0,247.0,106.0,
482.0,249.0,95.0,
483.0,247.0,92.0,
484.0,250.0,105.0,
485.0,247.0,107.0,
486.0,249.0,107.0,
487.0,252.0,107.0,
488.0,245.0,112.0,
489.0,253.0,105.0,
490.0,243.0,111.0,
491.0,262.0,109.0,
492.0,264.0,119.0,
493.0,260.0,126.0,
494.0,258.0,116.0,
495.0,243.0,120.0,
496.0,227.0,115.0,
497.0,225.0,119.0,
498.0,214.0,121.0,
499.0,211.0,110.0,
500.0,218.0,109.0,
501.0,217.0,112.0,
502.0,207.0,112.0,
503.0,213.0,106.0,
504.0,208.0,105.0,
